[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title]Re- [問卦] 台灣無法大罷工，因人民愚昧自私-[Author]enel1111 (私法制裁者)[Date]Mon Jul  6 22-07-12.txt[reson]time data u'Mon Jul  6 22:07:12' does not match format '%a %b %d %H:%M:%S %Y'
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title]Re- [問卦] 台灣的低薪現象還有得救嗎-[Author]freeunixer (離自相空她相)[Date]Mon Jul  6 00-18-10 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有LINE抄wechat功能的八卦-[Author]ImNot5566 (❺❺❻❻)[Date]Wed May 13 15-28-50 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 96: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有《蘋果》臧姓讀者的八卦[Author]QQmmmmmm (毛毛蟲啦)[Date]Sat May  2 14-24-10 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有『現流吔』的八卦？[Author]alwaysOGC (沁夏)[Date]Sat May  9 02-17-11 2015.txt[reson]'cp950' codec can't encode character u'\u5414' in position 63: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有でってろ台湾的八卦？[Author]s85189105 (浩)[Date]Sun May  3 22-44-49 2015.txt[reson]'cp950' codec can't encode character u'\u6e7e' in position 65: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有三媽臭臭鍋的八卦？[Author]YU0121 (愛玉冰™)[Date]Wed May 13 00-17-11 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 88: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有九龍珠的八掛[Author]wense (∩(^ ω^ )∩♥♥♥♥♥)[Date]Tue May 12 23-13-08 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 90: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有五月天不代言藥品？[Author]YU0121 (愛玉冰™)[Date]Mon May  4 20-26-07 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 88: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有企業內推的八卦-[Author]sinon2mayday (西野七瀬)[Date]Mon May 11 20-57-29 2015.txt[reson]'cp950' codec can't encode character u'\u702c' in position 93: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有健康操還要比賽的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Fri May  1 01-04-16 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 93: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有健身房一定要跑步給路人看的八卦？[Author]YU0121 (愛玉冰™)[Date]Mon May 11 00-27-16 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 95: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有傳奇網路的八卦[Author]LEOIEIRI (凛として花一輪)[Date]Sat May  9 18-08-57 2015.txt[reson]'cp950' codec can't encode character u'\u51db' in position 85: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有八卦版誰緋聞對象最多的八卦[Author]lovechen239 (希望之星總召－乳肥宅♥)[Date]Sun May 10 01-00-42 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 104: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有八角惹人厭[Author]taotzu (╮(╯▽╰)╭   ｷﾀ━━)[Date]Wed May 13 22-29-37 2015.txt[reson]'cp950' codec can't encode character u'\uff77' in position 91: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有出國旅遊兼差賺旅費的八卦-[Author]ImNot5566 (❺❺❻❻)[Date]Fri May 15 16-06-03 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有劇情被雷會崩潰的八卦？[Author]YU0121 (愛玉冰™)[Date]Mon May 11 23-34-18 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 90: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有加州清光的八卦？[Author]DarkIllusion (′･ω･‵)[Date]Sun May 10 02-41-58 2015.txt[reson]'cp950' codec can't encode character u'\uff65' in position 91: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有勅使川原的八卦---[Author]sasadog (莎莎)[Date]Mon May  4 19-33-33 2015.txt[reson]'cp950' codec can't encode character u'\u52c5' in position 60: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有北部肉粽=油飯的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Thu May  7 19-25-41 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 93: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有半夜一個人彈吉他的八卦？[Author]Benbenyale (赫斯緹雅我腦婆♥)[Date]Mon May  4 23-48-45 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 99: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有印和闐紅不起來的八卦？[Author]YU0121 (愛玉冰™)[Date]Wed May 13 23-21-58 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 90: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有印尼雅加達物價的八卦-[Author]FrankLP (潮騒のメモリー )[Date]Sun May  3 18-42-10 2015.txt[reson]'cp950' codec can't encode character u'\u9a12' in position 89: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有可爾必思的八卦[Author]LEOIEIRI (凛として花一輪)[Date]Thu Apr 30 22-32-35 2015.txt[reson]'cp950' codec can't encode character u'\u51db' in position 85: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有台灣人會埋時空膠囊嗎的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Wed May 13 03-16-18 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 96: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有台灣在SHE後沒女團的八卦？[Author]cchou5566 (嘻嘻好❺❺❻❻)[Date]Fri May  1 01-03-51 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 96: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有台灣媒體對日韓偶像大小眼的八卦-[Author]sinon2mayday (西野七瀬)[Date]Tue May  5 17-09-09 2015.txt[reson]'cp950' codec can't encode character u'\u702c' in position 101: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有吃一口的八卦[Author]ms0642384 (笑笑生)[Date]Thu Apr 30 20-04-54 2015.txt[reson]time data u'2015/' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有問號的八卦¿[Author]gj942l41l4 (魯魯)[Date]Mon May 11 18-59-44 2015.txt[reson]'cp950' codec can't encode character u'\xbf' in position 65: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有堺雅人的八卦[Author]XOEX (阿哲)[Date]Tue May  5 14-50-41 2015.txt[reson]'cp950' codec can't encode character u'\u583a' in position 60: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有大家FB都很 colorful的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Mon May  4 02-58-47 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 101: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有大家都用什麼上ptt的八卦-[Author]ImNot5566 (❺❺❻❻)[Date]Fri May  8 15-20-30 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 93: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有如何成爲有錢廟公的八卦？[Author]abcd60609 (ET)[Date]Tue May  5 16-33-06 2015.txt[reson]'cp950' codec can't encode character u'\u7232' in position 63: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有宅宅如何能變成萬人迷的八卦呀[Author]lovechen239 (希望之星總召－乳肥宅♥)[Date]Fri May  8 23-55-05 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 105: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有宅宅間的義氣是什麼的八卦[Author]lovechen239 (希望之星總召－乳肥宅♥)[Date]Thu May 14 22-03-02 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 103: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有安全帽 價格的八卦-[Author]ImNot5566 (❺❺❻❻)[Date]Thu May  7 22-29-48 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 89: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有小咖也能讓鄉民高潮的八卦-[Author]hatenese (遇到   ，嗯)[Date]Thu May  7 21-12-47 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有小時候敢吃長大後卻不敢吃的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Tue May  5 15-17-32 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 98: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有少年吔，安啦！的八卦？[Author]ray90910 (秋風夜雨)[Date]Sat May  2 21-15-14 2015.txt[reson]'cp950' codec can't encode character u'\u5414' in position 62: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有就算再難過，還是要展露笑顏的八꠮[Author]jkl4566654 (雨林)[Date]Mon May  4 23-18-30 2015.txt[reson]'cp950' codec can't encode character u'\ua82e' in position 75: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有山西省啥時變窮的八卦-[Author]Charlie5566 (白石(⊙)(⊙)❺❺❻❻)[Date]Sat May  2 19-56-41 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 100: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有市區禁行機車的用意在哪的八卦？[Author]YU0121 (愛玉冰™)[Date]Fri May  8 21-20-32 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 94: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有帶毛豬腳的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Wed May  6 19-04-14 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 90: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有平淡的人的八卦-[Author]ImNot5566 (❺❺❻❻)[Date]Sat May  2 23-24-51 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 87: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有廖添丁的八卦[Author]MadeInChina (中國製造™)[Date]Sat May  2 00-35-26 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 91: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有廢物畫家馬克‧羅斯科的八卦[Author]hunderdam (￼ ￼ ￼N)[Date]Wed May 13 18-24-28 2015.txt[reson]'cp950' codec can't encode character u'\ufffc' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有弘法護持金的八卦-[Author]ImNot5566 (❺❺❻❻)[Date]Tue May 12 15-17-46 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 88: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有悠木碧的八卦-[Author]sinon2mayday (西野七瀬)[Date]Fri May  8 11-58-41 2015.txt[reson]'cp950' codec can't encode character u'\u702c' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有感恩師傅 讚嘆師傅的八卦-[Author]ImNot5566 (❺❺❻❻)[Date]Sun May 10 11-34-26 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有戰棋類遊戲的八卦[Author]Shadouie (影謙歿鵺)[Date]Sun May  3 11-32-44 2015.txt[reson]'cp950' codec can't encode character u'\u9d7a' in position 89: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有抄哏的八卦[Author]Vladivostok (海参崴)[Date]Mon May  4 00-15-29 2015.txt[reson]'cp950' codec can't encode character u'\u53c2' in position 87: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有抄夜市的八卦呢[Author]akira911 (ビギナー Beginner)[Date]Tue May 12 03-55-16 2015.txt[reson]'cp950' codec can't encode character u'\u30fc' in position 88: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有拳賽一直躲就赚ㄧ堆錢的掛-[Author]a11111a4210 (clh)[Date]Sun May  3 12-54-17 2015.txt[reson]'cp950' codec can't encode character u'\u8d5a' in position 66: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有提到客家菜會想到哪道料理的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Fri May  8 23-02-17 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 98: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有搭火車旁邊坐著鄉民是什麼感覺的八[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Thu May 14 20-22-43 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 98: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有日本曲跟台語歌很合的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Sat May  2 02-27-08 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 95: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有最近流行甚麼中二ID的八卦？[Author]cchou5566 (嘻嘻好❺❺❻❻)[Date]Sun May 10 22-10-38 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 96: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有有關烏骨雞的八卦[Author]sg8888sgsg (゜ω゜)っ✂╰ひ╯)[Date]Sat May  2 15-48-42 2015.txt[reson]'cp950' codec can't encode character u'\u309c' in position 88: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有東森變成正義使者的八卦[Author]akira911 (ビギナー Beginner)[Date]Tue May 12 01-40-33 2015.txt[reson]'cp950' codec can't encode character u'\u30fc' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有林文忠現在過得如何的八卦--[Author]KingKingCold (お元気ですか-私元気です)[Date]Wed May  6 22-36-16 2015.txt[reson]'cp950' codec can't encode character u'\u6c17' in position 98: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有果蠅身體裡有小蟲的八卦？[Author]takahashikag (奥様は正妻空母)[Date]Sun May 10 00-52-40 2015.txt[reson]'cp950' codec can't encode character u'\u5965' in position 94: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有柏油路上同心圓圈的八卦-[Author]ComeThrough (☁)[Date]Sun May  3 18-23-49 2015.txt[reson]'cp950' codec can't encode character u'\u2601' in position 93: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有楠梓百慕達的八卦？[Author]JoeGibsonJr (喬・吉普森・二世)[Date]Fri May 15 13-24-02 2015.txt[reson]'cp950' codec can't encode character u'\u30fb' in position 91: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有機車湊什麼熱鬧的八卦-[Author]ImNot5566 (❺❺❻❻)[Date]Mon May 11 15-46-35 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 90: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有檢察官不出庭的八卦-[Author]twin1949tw (台北Station)[Date]Tue May 12 21-17-12 2015.txt[reson]time data u'2015/' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有正妹總是心情很好的八卦[Author]lovechen239 (希望之星總召－乳肥宅♥)[Date]Fri May  8 00-40-06 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 102: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有正晶 25．302的八卦-[Author]JCS15 ()[Date]Tue May  5 20-09-36 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有歷代版主中誰最正的八卦[Author]lovechen239 (希望之星總召－乳肥宅♥)[Date]Sat May  9 23-17-50 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 102: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有水母的八卦kamo-[Author]sinon2mayday (西野七瀬)[Date]Wed May 13 16-46-52 2015.txt[reson]'cp950' codec can't encode character u'\u702c' in position 95: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有決鬥時都要抽牌的八卦？[Author]wangyc (╳乂ㄨメＸ乄χ×ｘ)[Date]Mon May  4 07-24-26 2015.txt[reson]'cp950' codec can't encode character u'\u4e44' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有沖繩旅遊的八卦-[Author]FrankLP (潮騒のメモリー )[Date]Tue May  5 22-46-21 2015.txt[reson]'cp950' codec can't encode character u'\u9a12' in position 86: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有法拉利姐姐的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Wed May 13 19-10-44 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 91: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有清心其實是手搖界的良心的卦[Author]lovechen239 (希望之星總召－乳肥宅♥)[Date]Sat May  9 17-46-05 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 104: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有潛水的八卦[Author]sg8888sgsg (゜ω゜)っ✂╰ひ╯)[Date]Tue May 12 19-13-00 2015.txt[reson]'cp950' codec can't encode character u'\u309c' in position 85: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有濃姬的八卦[Author]LEOIEIRI (凛として花一輪)[Date]Sun May 10 11-51-47 2015.txt[reson]'cp950' codec can't encode character u'\u51db' in position 83: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有爸媽把你當壞小孩的八卦-[Author]sinon2mayday (西野七瀬)[Date]Sat May  9 00-20-17 2015.txt[reson]'cp950' codec can't encode character u'\u702c' in position 97: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有現在影片越來越難找的八卦-[Author]ImNot5566 (❺❺❻❻)[Date]Thu May 14 00-49-34 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有現在開戶一定要填市話的八卦-[Author]ImNot5566 (❺❺❻❻)[Date]Mon May 11 15-14-36 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 93: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有男生冷戰可以戰多久的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Thu May 14 01-22-46 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 95: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有直銷這麼晚還在聚會的八卦-[Author]KamijoToma (上条当麻)[Date]Sun May  3 01-19-33 2015.txt[reson]'cp950' codec can't encode character u'\u6761' in position 94: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有看偷拍影片比看a片刺激的八卦？[Author]YU0121 (愛玉冰™)[Date]Tue May  5 00-38-09 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 94: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有破壞獸的八卦[Author]LEOIEIRI (凛として花一輪)[Date]Sat May  2 19-34-11 2015.txt[reson]'cp950' codec can't encode character u'\u51db' in position 84: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有禪定的八卦-[Author]ImNot5566 (❺❺❻❻)[Date]Wed May  6 12-07-25 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 85: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有種花Dlink AP有多爛的八卦-[Author]victoryss (☞ ☑中间选民 ☑爱歹玩)[Date]Thu May 14 22-20-18 2015.txt[reson]'cp950' codec can't encode character u'\u261e' in position 96: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有穿涼鞋還要穿襪子是什麼心態的八卦[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Mon May 11 20-51-01 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 98: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有等女同事下班的八卦-[Author]perhapsmaid (Xx屮嗆屌a乂憨氵交葆蓓卍)[Date]Thu May 14 19-19-50 2015.txt[reson]'cp950' codec can't encode character u'\u6c35' in position 99: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有紫色噴霧的八卦-[Author]sinon2mayday (西野七瀬)[Date]Sat May  2 01-47-37 2015.txt[reson]'cp950' codec can't encode character u'\u702c' in position 93: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有經理級薪水才NT6萬的八卦-[Author]FrankLP (潮騒のメモリー )[Date]Fri May  8 22-16-41 2015.txt[reson]'cp950' codec can't encode character u'\u9a12' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有總之很元氣安村的八卦[Author]emperor (川本‧宮脇‧翼)[Date]Thu May  7 21-11-37 2015.txt[reson]'cp950' codec can't encode character u'\u8107' in position 91: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有聽海的八卦-[Author]sinon2mayday (西野七瀬)[Date]Sat May  2 01-00-56 2015.txt[reson]'cp950' codec can't encode character u'\u702c' in position 91: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有肉圓要吃幾顆才會飽的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Fri May  1 23-55-45 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 95: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有臨檢到毒品的八卦-[Author]john22088 (Mr.Yi)[Date]Fri May 15 00-37-44 2015.txt[reson]time data u'2015/' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有自己聞不出自己味道的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Fri May  8 15-57-43 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 95: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有致命塗毒加音速投擲的八卦-[Author]sinon2mayday (西野七瀬)[Date]Sun May 10 01-56-13 2015.txt[reson]'cp950' codec can't encode character u'\u702c' in position 98: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有舔過最奇怪東西的八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Tue May 12 02-00-32 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 93: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有苗栗正妹的八卦-[Author]FrankLP (潮騒のメモリー )[Date]Fri May  8 12-34-36 2015.txt[reson]'cp950' codec can't encode character u'\u9a12' in position 86: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有英國藍忠實顧客的八卦？[Author]YU0121 (愛玉冰™)[Date]Sat May  2 20-23-45 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 90: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有英泉鮮乳的八卦呀-[Author]YU0486 (玉™你是白爛)[Date]Fri May  1 21-21-51 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 86: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有菜逼八的八卦？[Author]Chian3675 (城之內)[Date]Sat May  2 01-43-15 2015.txt[reson]time data u'2015/' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有蔴刈的八卦-[Author]n1lk5g2 (傑先生™)[Date]Sat May  2 12-23-24 2015.txt[reson]'cp950' codec can't encode character u'\u8534' in position 60: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有薯餅怎麼吃最好吃的八卦？[Author]n1lk5g2 (傑先生™)[Date]Mon May 11 20-19-12 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有被訪問都要咬文嚼字的八卦[Author]KawasumiMai (真実は壊滅した)[Date]Wed May  6 21-01-38 2015.txt[reson]'cp950' codec can't encode character u'\u5b9f' in position 94: illegal multibyte sequence
